"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ANGPTL7",108.86580174742,-4.85451798800344,1.03071898554147,-4.70983658601495,9.21487133825927e-05,0.00436279976976598
"GLYAT",941.518621325034,-8.6135862714784,1.33091634518772,-6.47192162198857,5.30894259494526e-09,1.31679026936574e-06
"NMUR1",285.209489760405,-5.04628916647994,0.796102896522796,-6.338739864559,1.86131188379258e-07,2.74917356101022e-05
"TRDN",121.564169413205,-6.28522502892224,1.12263654543463,-5.59862856280783,1.25164664094359e-06,0.000132697580381265
"ABCA10",599.033729609813,-4.72743567615781,0.621770548024552,-7.60318366828005,1.01822057020423e-09,3.14211958458915e-07
"ABCA9",2827.57505228602,-4.94633268990115,0.798831420956783,-6.1919606066281,3.90348498408366e-07,4.92380467225911e-05
"ABCA8",5454.48669209982,-5.23732281697036,0.852811546121864,-6.14124285815188,3.37101824911156e-07,4.34735569872365e-05
"NDC80",575.402889054287,4.3969863381869,0.898788024955494,4.89212830623175,7.85667877576294e-05,0.00391917935778483
"SORBS1",29972.6404104702,-4.72754996152878,0.681839912257856,-6.93351896323272,2.28988362923102e-08,4.71089035675491e-06
"POSTN",49795.8448316784,3.08582421021958,0.50868028173358,6.0663334535066,2.06162992112787e-05,0.00135463979722474
"DLL3",41.5135425517957,6.38976287885837,1.49615078660401,4.27080140322085,0.000158026731553059,0.00658038541679134
"POLQ",339.959232755811,4.03937805428251,0.830371688303044,4.86454212153767,0.000125979318689346,0.00555369542415967
"CHL1",2994.13452232077,-4.59250811519899,0.787917258338528,-5.82866800618527,2.56378814995205e-06,0.000243433093512755
"ALDH1L1",3170.19778416206,-6.67579532642891,1.00240223461577,-6.65979693170557,7.47252142481736e-09,1.81876961608829e-06
"PROKR1",17.477229916386,-6.47302219752572,1.3459890960852,-4.80911934305594,2.39100245108417e-05,0.00154752484483841
"LYVE1",4890.22977400022,-6.33733509316146,0.796208904802908,-7.95938736044429,1.01787739994925e-11,7.0359757394092e-09
"UTS2",18.4941070352502,6.95188724677722,1.35755007791621,5.12090666846566,5.8207005089985e-06,0.00047671813031281
"LILRB5",832.311764901916,-4.62844992227033,0.910447234211244,-5.08371023421268,3.36908324032555e-05,0.00207192624469985
"KIF2C",1085.76845494352,4.75850163229839,1.05879799617143,4.49424880808703,0.000192802274804184,0.00776647112095827
"UBE2C",2664.10452900735,6.4950189410713,1.09218806683655,5.94679537186639,2.43710337586114e-07,3.39641801921423e-05
"ESM1",1119.48550228721,4.43428426306095,0.960500335664336,4.61663999314893,0.000174776604481579,0.00715714336977766
"ADAMTS5",3809.19365464278,-3.10407906149939,0.396850983235669,-7.82177490450122,5.72900742166152e-08,1.00003007327003e-05
"FAM107A",2431.42768510289,-4.36318180079844,0.546092780781692,-7.98981776421374,3.66891393388559e-10,1.37831525416254e-07
"IRAK3",1554.65473503185,-3.13317169849295,0.596447031852829,-5.25305941880527,0.000174136225341793,0.00714785774378035
"OIP5",154.437609179053,3.58766785496042,0.744279239062876,4.8203250428934,0.00025377210815574,0.00952714693595365
"NLGN1",97.1759540939298,-3.53081585037293,0.722009633957252,-4.89026140970022,0.000228099517587933,0.008799777935892
"MMRN1",1697.20461527082,-4.29225750763741,0.756325884226197,-5.6751429471819,6.71553640211226e-06,0.00053977295146466
"TPX2",3934.23278403184,4.90131001422355,0.805591471265448,6.08411358492217,6.40144243835323e-07,7.57694019021795e-05
"MAST1",112.96401173616,5.4503413507644,0.939473208408095,5.80148672892952,1.08420596854372e-06,0.000117837505298138
"SIK2",8542.07175752407,-3.49350128905071,0.63782207258785,-5.47723485779733,4.62629210660686e-05,0.00267381116703254
"NCAPH",794.231895959002,4.48729194536289,0.842340178156002,5.32717310859633,1.73650033550172e-05,0.00117680244305119
"ABCA5",1530.97386500956,-1.88520955597253,0.211755889100918,-8.90274912294919,1.45542997404026e-05,0.00102240997485324
"PRAME",1126.82552701136,8.70248061774413,2.11488656961356,4.11486873233786,0.000137488900952354,0.00591031267999409
"MAPK8IP2",1638.01868621219,4.45281150895098,0.639062214748891,6.96772772068935,3.27796388789748e-08,6.15722760290831e-06
"ORC6L",398.060958596958,4.25423712637982,0.882957771985084,4.81816601128654,0.000114079530132177,0.00516075486967054
"BHMT2",1123.19938010038,-3.94558984382593,0.745063576176392,-5.29564183512284,3.85122551298821e-05,0.00229026785159674
"KIF4A",1003.2197079822,5.09100470216379,1.04958133173074,4.85050995883171,4.85487152396351e-05,0.0027597708817636
"SLC24A2",32.5804121276018,5.64416491175892,1.2785919663796,4.41435974898282,0.000140582239657345,0.00598374798896201
"DGCR9",43.5994989642715,3.90063884342811,0.825707256955945,4.72399728907339,0.000221611660919225,0.00862538538816471
"QPCT",1670.28555614177,3.87064430343343,0.814334990432216,4.75313519486501,0.000211631161135743,0.00834976734152231
"PAMR1",1639.92918829283,-3.50533645889495,0.554773195506303,-6.31850364669452,3.15145039175522e-06,0.000283387800216308
"CCDC69",6527.49295539499,-4.15801116970557,0.699168866405709,-5.94707712184196,3.13894665687249e-06,0.000283387800216308
"PCOLCE2",5675.24529667539,-5.16792797508805,0.992524269165037,-5.20685300666308,1.3386087979818e-05,0.000967886972298052
"PCSK1N",210.929786907261,5.27084403521292,1.14137383878597,4.61798216859369,9.13567083703314e-05,0.0043491329954482
"CDH20",63.8284445148718,-7.47228771474383,1.28759744600207,-5.80327938514086,2.49598716753544e-07,3.42326620969682e-05
"UBE2T",989.38862221512,4.2963959098761,0.865877836356379,4.96189615841811,7.03321826666684e-05,0.00363895343910987
"TRHDE",313.602676329245,-6.44656349097795,1.14368132128241,-5.63667812966416,9.5699038915495e-07,0.000108800992861755
"DMGDH",436.404170002009,-4.29396363816747,0.790422634298673,-5.43249073576622,1.54084214061484e-05,0.00106936919807088
"KCNIP2",9244.49758724764,-7.24059674405952,1.054077403878,-6.86913192278007,1.60545870307305e-09,4.70236133013652e-07
"CD209",1154.27644529158,-4.16794789559358,0.801179624680437,-5.20226397077439,3.84109837987687e-05,0.00229026785159674
"G0S2",8479.85930157702,-6.47284681509,0.881497095028914,-7.34301548081413,2.67324478295753e-10,1.04991688850657e-07
"PDE11A",596.545305380466,-4.11972582603767,0.722750836633911,-5.70006372489943,7.92753328273867e-06,0.000622707739359123
"MLXIPL",1748.25722069841,-6.18685668951235,0.798925822567247,-7.74396885762393,4.2271164992204e-11,2.13791659518589e-08
"NUSAP1",1365.7349455914,3.93007376885637,0.773998682324913,5.07762333270561,7.66594700067051e-05,0.00386225160695589
"CRIM1",14596.6431712514,-2.49336573978905,0.428710265843398,-5.81596928845143,0.000247551786622438,0.00939025996196241
"KLRF1",38.641566550608,-3.37534422401725,0.63502407095266,-5.31530122780004,9.18061702128179e-05,0.00435852315232886
"ANGPT4",45.7069437086586,-5.36606243291404,0.991363465230692,-5.41281035776858,5.31129911804801e-06,0.000445556116791203
"GTSE1",461.944241596799,3.98203480807951,0.846753751342427,4.70270701696505,0.000214375423687308,0.00840050271369699
"CES4",106.554601283627,-4.30596665536122,0.889477572141646,-4.84100644043615,0.000100901796937576,0.00467475590583982
"SLCO1C1",73.1750951596711,-4.46438745070112,0.985597938078273,-4.52962336691351,0.000219882769139181,0.00857741339389208
"SNTG2",46.0011481165136,-4.76684353656689,0.99911840027433,-4.7710496926671,8.15729884698539e-05,0.00400472390269189
"ANLN",2318.91697967984,4.78031937720323,0.811117232865454,5.89349995723267,1.5761958651927e-06,0.00016022494556703
"FAM64A",249.35383073387,4.6374589172058,1.0370507146931,4.47177640543663,0.000226193516466723,0.00876779001927936
"GIPC2",315.161021887272,-3.50177883883622,0.691740983226063,-5.0622688603833,0.000149225395027415,0.00627436508873176
"ERCC6L",296.158181651863,3.70945718795329,0.750551819887684,4.9423065665318,0.000153126111238332,0.00639172059978168
"ACSM5",940.007829577448,-6.2684658633652,0.82668885335496,-7.58261810102534,9.26991792135239e-11,4.21561714733923e-08
"PID1",1249.94253993219,-3.16589033727182,0.594288534209343,-5.32719403964911,0.000133951008694405,0.0057943734861758
"CDCA8",972.71515289195,4.15089354312679,0.821596585660001,5.05222832662129,6.27603711520365e-05,0.00333711376577952
"CEP55",1015.91166485952,4.72019812507915,0.936022119142675,5.04282754493291,3.52675742688427e-05,0.00213097535293661
"NEIL3",134.205393208655,4.41254200226921,0.965755245877692,4.56900650667347,0.000205021673417721,0.00816116211615601
"TMEM100",742.03677849314,-3.81582569354919,0.720847058487792,-5.29353022755495,4.68652396518652e-05,0.00269959402141294
"NIPSNAP3B",637.793761698746,-4.05217091895792,0.812961376609986,-4.98445687033164,8.68836651870471e-05,0.00420570481259765
"HJURP",545.340787428203,4.73444248643973,0.913413823293589,5.18323936610491,2.17138639185194e-05,0.00141598974481484
"MCM10",897.726490733842,4.78344973804917,0.983573473578307,4.86333747965635,5.98772365773852e-05,0.00324369443665766
"STAB2",63.0361713810546,-4.19510727258688,0.768274408253694,-5.46042823699211,1.59955012876081e-05,0.0010925622836014
"DEPDC1",525.732594668935,4.48222005247865,0.954193552557768,4.69739083906385,0.000131438805937968,0.00572139547963229
"ST6GALNAC1",132.224438195096,-4.09381081397219,0.538870949310375,-7.59701523938389,4.69808553557737e-09,1.2490402483125e-06
"BEX1",571.373082607246,4.718828398715,0.992795880641917,4.75307008290961,8.9909201162128e-05,0.00430393602571394
"LMO3",1186.61215922976,-4.6868258149528,0.868181868875082,-5.39843779624839,1.08517138538173e-05,0.000808312358223347
"LOC55908",101.853483560511,-6.26863146966529,1.08161512646797,-5.79562111907179,5.54964583449287e-07,6.70653354306793e-05
"SLC7A10",1540.28836749443,-7.78813381703077,1.4464809776663,-5.38419373450444,1.34767225113706e-06,0.000139455833364668
"CYP26B1",1099.75100903298,-3.47181080642199,0.635227975495648,-5.46545640360541,4.98710456212209e-05,0.00282564439141088
"SEMA3G",7849.34909328261,-4.76158320146887,0.754265920404784,-6.31287066358973,3.06496149775221e-07,4.07427689558892e-05
"PLSCR4",3659.0397156792,-2.89061594144828,0.514783442501093,-5.6152076830679,0.000120027246063418,0.00538186925141796
"ZNF695",202.050972013713,5.29162814674817,0.909488487275228,5.81824643278505,1.18662583394887e-06,0.000127366962959444
"SALL4",114.133954459382,3.94715200879384,0.840792848784049,4.69455944410349,0.000228129189009873,0.008799777935892
"KIAA1199",890.68376793482,5.86991323964661,0.783473208805523,7.49216842857439,2.55318083216888e-10,1.02608181303978e-07
"HHATL",31.7821878495331,-7.93771180423436,1.68704737540524,-4.70509122621863,1.96420648431245e-05,0.00130051541208442
"GPAM",33944.3562521231,-5.66884537410548,0.868471217852906,-6.5273842789176,3.80930098642627e-08,6.92931898383499e-06
"PAPPA2",218.154168545495,-5.84112959197537,0.979397243794109,-5.96400452317723,3.84711290208467e-07,4.88837926918567e-05
"CIDEC",15580.9293209575,-8.86300747275214,1.14081699879452,-7.76900018330502,2.74226262864547e-12,2.61967082691088e-09
"ANO3",369.064260395201,-6.57970786365981,1.0077168772812,-6.52932188792129,1.53866397498704e-08,3.45320157814948e-06
"TNMD",402.84543168172,-5.70622999357312,0.966513001834698,-5.90393505596012,5.600078291324e-07,6.71898912962664e-05
"NCAPG",996.208528107722,4.02431461114431,0.870405243198039,4.62349536907452,0.000255806734464585,0.00952714693595365
"ROBO3",296.851931823716,-2.05736444608801,0.299084790691555,-6.87886683014169,0.0002036304910487,0.00812687878940551
"SOX17",611.930270129256,-2.98921002467923,0.543753007824742,-5.49736733712503,0.000126948338100373,0.00555609883170717
"HIF3A",592.355616639542,-5.0851945265484,0.846776806512629,-6.00535405249383,7.0210835535298e-07,8.19806384382085e-05
"EBF2",304.128913202178,-3.47615171189415,0.662900621505092,-5.2438504341747,9.37350883108994e-05,0.00440172842690395
"MOSC1",5757.53204345899,-4.00900023176713,0.764473232099036,-5.24413421351524,4.14179348097855e-05,0.00243624409829668
"C1orf135",242.161872159263,3.30884863026464,0.654121117377656,5.05846477412268,0.000208018802275824,0.00822602499342909
"MMP28",798.23773767236,-3.35960180634061,0.64954876974998,-5.17220871287889,0.00014024725292228,0.00598374798896201
"KREMEN2",144.05743383769,6.25534010674743,1.04489474162517,5.98657439601834,2.45830620741414e-07,3.3985591656259e-05
"LRRC2",155.43297310009,-3.92084578145611,0.771884779587167,-5.07957390162963,7.71504300277516e-05,0.00387568773636504
"C14orf139",2097.48116298533,-4.71133212712454,0.684415632788426,-6.88372956638903,2.93643848524444e-08,5.61744759687264e-06
"E2F8",169.946625617653,4.6046325697057,0.938227375155784,4.90780027489726,6.10288866848078e-05,0.00327528009565268
"SHCBP1",457.185524853632,3.68432148509621,0.679035667946823,5.425814370306,3.85665149478994e-05,0.00229026785159674
"HHIPL2",72.4348685663114,4.53274542583075,1.01731404119756,4.45560096712603,0.000257728803529887,0.00955753530858365
"C7orf58",4035.2311647403,-4.31469141342599,0.745744531167086,-5.78574998957555,4.39851603322105e-06,0.000378162963035288
"FRMD1",205.549084312898,-7.16844505164723,1.10099144238773,-6.51089988138417,1.05563837099015e-08,2.49897077932614e-06
"SVEP1",13960.6182665773,-4.16642646495616,0.817608881579973,-5.09586742368163,5.37986772865612e-05,0.00297979148137521
"PREX2",859.881303447718,-3.56269386377584,0.740741953097364,-4.80962884426711,0.000270458355754259,0.00979830365993573
"ULBP1",143.966093481223,4.41813282628372,0.959186121668426,4.60612672189078,0.000182926305999014,0.00743799880933875
"SLC19A3",9691.6697862441,-7.01663093323877,1.1049289869419,-6.35030035066655,2.58643853096259e-08,5.07911866517779e-06
"ITIH5",13892.67492691,-4.92917827508265,0.620072684713593,-7.94935561039817,1.17413799314533e-10,4.94884845354741e-08
"C12orf39",542.212457025271,-11.0451784248443,1.64357573771349,-6.7202126262889,4.92736401909518e-10,1.73775056355069e-07
"FAM83D",820.935255884435,5.02834152568014,0.825985301074936,6.08768887186765,5.3852027673247e-07,6.60011978880412e-05
"CDT1",464.890294316416,3.7366589652545,0.784866878589497,4.76088247215851,0.000244436494385743,0.00930420057154189
"CABLES2",1033.36702127502,2.46327638922615,0.387848058233912,6.35113760899777,8.07101437234982e-05,0.00397365240366317
"KIF18A",357.764069314147,3.80265030903748,0.754518533421552,5.03983685038645,0.000101807718641146,0.00470411547015415
"CDCA3",687.291253864388,4.92713646186833,0.934692459928664,5.27139853277983,1.32560913736728e-05,0.000962514769027055
"NUF2",1156.22081496461,5.81466547601117,1.0242984924594,5.67672950689383,1.29794832272256e-06,0.000136767347347369
"SLC25A18",173.164328485935,-3.38207291578596,0.635907474046173,-5.31849845114477,8.98588340127336e-05,0.00430393602571394
"FGFBP2",523.883718824749,-5.37653625889671,0.929447078075979,-5.7846609943909,1.24619079863963e-06,0.000132697580381265
"ZNF469",1058.496829767,2.27858054745289,0.306359391275468,7.43760632884948,1.50000129232399e-05,0.00104945434545146
"CBX2",1239.9254181864,3.55485299726783,0.736677731416066,4.82551982457048,0.000262101626784647,0.00963697492013933
"AIFM2",3299.44309125529,-3.25122161478721,0.644356801029144,-5.04568526256644,0.000238143367077427,0.00912495682143019
"ATOH8",705.954015961973,-4.6753694980191,0.488328685059687,-9.5742266245278,2.60740932808352e-14,7.50977343310188e-11
"LGALS12",3922.71996114919,-8.1519336743454,1.28803995008143,-6.32894474572004,1.40754912451123e-08,3.24318085609047e-06
"LOC90586",36.3301517837917,-4.65905746235185,0.977620533380072,-4.76571154478865,9.09869212264813e-05,0.00434349443567631
"PKDCC",1559.06157174434,-3.4287765672123,0.699226635605555,-4.90366984410264,0.000256841213795088,0.00954510325933961
"PLXNA4",4812.49480674641,-4.16378385786174,0.893597387739137,-4.65957478725,0.000199686629592548,0.00798792742127043
"CHRDL1",15113.8879146661,-5.23966222216599,0.833208030225731,-6.28854023495965,1.80586883723571e-07,2.69027753243709e-05
"TMEM132C",3057.50762254388,-6.90548583522026,1.07645470522757,-6.41502684849189,2.05509718842609e-08,4.33099201380381e-06
"PKHD1L1",107.443851788913,-4.50499623787653,0.715942245872187,-6.29240174588158,4.89928943029072e-07,6.04747290320385e-05
"MYOCD",100.871950429961,-4.52839406018429,0.650837170065731,-6.95779876820334,2.95809114817089e-08,5.61744759687264e-06
"FAM54A",287.528234476117,4.72114369787986,0.967573397533259,4.87936492457936,6.00689108914822e-05,0.00324390890348658
"RPLP0P2",155.500127358575,3.71470696813921,0.570616415715745,6.50998966351103,9.80031639939336e-07,0.000110692331828704
"C1QTNF1",4758.21078461516,-3.14882618494656,0.594539888317397,-5.29624041518565,0.000150598994088207,0.00631675052630657
"GPR146",1656.11078940925,-4.35746832587264,0.651322749440154,-6.690182907964,1.26919876443967e-07,1.97594809443982e-05
"SLC22A12",31.8006418973712,-8.51839475767231,1.66504797744642,-5.11600558846146,3.16496993471139e-06,0.000283387800216308
"RBP7",2055.21324027919,-3.5327959691074,0.653332160650585,-5.40735047481737,5.2933674614058e-05,0.00294130813828147
"LYPD1",369.747099006147,4.10261015777805,0.872685642610643,4.70113172196241,0.000188816935037763,0.00765949637180184
"MRGPRX2",14.54621967005,-6.20723065489168,1.34142734806194,-4.62733271679581,5.1869435347624e-05,0.00291972544704329
"HRASLS5",3023.96626073891,-5.41335505829195,0.883143417591002,-6.12964434820593,2.90654800959956e-07,3.89364776386744e-05
"GALNTL2",3307.47007410483,-3.62608708047644,0.726964930724852,-4.98798075013178,0.000151688988885223,0.0063470639635001
"TMC2",51.3569197472661,-4.96823173050262,0.804008209094721,-6.17932960671712,3.9960310215317e-07,5.0040153683398e-05
"TWIST2",254.02816697368,-3.12193112885463,0.583822945733672,-5.34739367760101,0.000139235492976292,0.00595576374782995
"KLHL33",11.1394894535964,-4.90567905387771,1.12696303441304,-4.35300795507702,0.000264538705866515,0.0096853673222018
"CCDC78",92.6208975390637,3.82546212046101,0.71157610011251,5.37604076339292,3.58294323588303e-05,0.00215738125642142
"PAQR4",2549.84740572086,3.34006757145697,0.588482834024525,5.67572642453283,3.49770968107659e-05,0.00212083933328718
"HSPB6",17235.1777135703,-5.43622284075068,0.823097166692695,-6.60459428209926,3.52934173927529e-08,6.48835687195919e-06
"IQGAP3",1549.52771468026,4.86831275261355,1.00650995973888,4.83682521519859,6.06999452633679e-05,0.00326777493487932
"ACVR1C",6948.77791672572,-7.20719808116383,1.08277323170457,-6.65623961705982,4.94266740095825e-09,1.26688016290592e-06
"LRRC15",3868.02454216601,3.76801941401432,0.634277648738498,5.94064668920378,6.38381689838719e-06,0.000517928355967272
"COL6A6",920.065194866456,-4.8826845160703,0.804551030522666,-6.06883134920395,6.96854910076918e-07,8.19207462655729e-05
"WBSCR28",13.1415538670173,7.04203817829932,1.58388142710529,4.44606399051563,6.83645359069265e-05,0.00358002286365938
"ADHFE1",953.145354698801,-4.06825785483923,0.698451474904768,-5.82468217336634,5.59131047684986e-06,0.000462313092585849
"PNCK",99.3758555090554,4.57550573365975,0.76299798162893,5.99674683790312,1.39211520786735e-06,0.000143188022199863
"DOCK11",4703.14725836779,-3.49964418324284,0.709289032895046,-4.93401705220034,0.000212418287412851,0.00836173217490088
"TMEM37",3383.8459734587,-4.40338073425764,0.759310235194472,-5.79918527389514,3.69386431658091e-06,0.000322392268963811
"ADAMTS14",154.320791653432,4.21902460607987,0.481147967334276,8.76866347260014,1.11356204715344e-11,7.40133297571484e-09
"E2F7",131.680970495004,3.93596466662511,0.639357701243142,6.1561230262374,2.1945307600197e-06,0.000214004086856876
"A2ML1",586.618175760573,6.62449612675589,1.43771117042288,4.60766825982677,4.58019326861433e-05,0.00265605100251423
"GCOM1",2883.39715773003,-4.49396194651145,0.599068190242976,-7.50158666359625,2.73297325491974e-09,7.37945481535438e-07
"LOC145820",76.569724947926,-3.91289629633404,0.720353009179229,-5.43191497289975,2.63063684088703e-05,0.00168370500916181
"CD300LG",3567.45785280873,-7.20005470705573,1.05556517116921,-6.82104232283497,2.13110020106732e-09,5.93992622171683e-07
"KIF18B",348.598178780117,4.89622537492575,1.03391300009506,4.73562608698756,8.21457404316361e-05,0.00402141796147055
"EME1",173.069835938765,3.51026971183397,0.671993423955003,5.22366676027029,9.36500978086213e-05,0.00440172842690395
"NOTUM",14.5063334060697,5.14805665710092,0.995778492203694,5.16988135153239,1.5524216068413e-05,0.00107309591151298
"CILP2",611.48707060857,4.23159578872514,0.703431999532944,6.01564300676509,2.1737145027931e-06,0.000213431592742997
"ENTHD1",28.7752994869762,5.41581266482242,1.19879693824097,4.51770645391306,0.000115053542680138,0.00519122786176363
"SMYD1",481.185389203578,-5.1148250384697,1.13197533562548,-4.51849512749627,0.000138978192719499,0.00595576374782995
"GPBAR1",183.307036880499,-4.53083391803947,0.781612906868036,-5.79677469272451,3.1306376747786e-06,0.000283387800216308
"SGOL1",178.67133804951,4.71662409752397,0.875040379220785,5.39017879577635,1.08145500179476e-05,0.000808312358223347
"SHISA3",75.1661030885325,-3.9485777275505,0.776896659870323,-5.08250058406685,7.37242582886117e-05,0.00375819736721386
"KLB",2421.84907538493,-6.89300254656824,1.00748648478188,-6.84178165234699,2.46953112195758e-09,6.77396306643634e-07
"BTNL9",4908.12673260866,-6.23419716109963,0.729829906304071,-8.54198643718261,3.70078860072334e-13,5.80830048470288e-10
"GIMAP8",1796.5824951263,-2.91712675340123,0.544775914170518,-5.35472783858825,0.000216497990376196,0.00846448364635981
"PEBP4",27.3445319589245,-4.13519445392149,0.744685917966588,-5.55293762666132,1.27634730522901e-05,0.00093065644648365
"CDCA2",696.626225758848,5.41392886553417,0.931112499208787,5.81447340695637,1.06601623410104e-06,0.000117336474786624
"C14orf49",706.492536639706,-4.18616787667663,0.751556454569521,-5.56999790398233,1.12046114416367e-05,0.000829912450748958
"LGI4",478.301997515704,-3.42855058412631,0.675257135761925,-5.07740000445565,0.000161274560216008,0.00669948479589623
"ZNF676",76.2961429563809,-3.56483597570017,0.552178769162567,-6.45594538360572,1.70089556911907e-06,0.00017089056005783
"XIRP1",48.0048506269497,3.95100315245102,0.635213276192811,6.21996312188498,1.6947187848017e-06,0.00017089056005783
"COL22A1",870.714078846152,7.05722826944803,1.2291133656777,5.74172282762285,4.15133398837324e-07,5.16109371604878e-05
"C10orf128",138.466634458515,-3.30353679195746,0.593901379659266,-5.5624332677132,5.25184376036976e-05,0.00292869450457482
"LCTL",96.6476002502927,6.41325495619938,1.43228107548036,4.47765111610409,7.86965590620529e-05,0.00391917935778483
"ALG1L",90.0328762712345,4.19259910840671,0.643064371914041,6.51971916268305,3.44098979032016e-07,4.40472181974242e-05
"CXorf61",246.443278745242,11.5313725783833,3.02631989603307,3.8103614206478,0.000268080282355736,0.00977231084291923
"AQPEP",1292.40875668257,-8.24474236096629,1.03930896851329,-7.93290793281635,1.57650154333163e-12,1.81623487802093e-09
"PLAC9",1049.03146449894,-4.0782162708178,0.782092542664311,-5.21449323237985,4.14475878073736e-05,0.00243624409829668
"SKA1",337.033093293386,4.59642387201864,0.911841387922183,5.04081513835705,4.00449904891531e-05,0.00236992287891457
"HEPACAM",637.771841371337,-9.16453643759804,1.16054020317193,-7.8967849735408,9.95468336971966e-13,1.22876345222947e-09
"LRRN4CL",1212.75431941961,-4.27280173891646,0.764425421738902,-5.589559971981,9.28656727901092e-06,0.00071643379084191
"SKA3",650.741679826701,5.12379202313984,0.983197653663551,5.2113550149838,1.36880935126816e-05,0.000977454314019216
"C7orf41",12247.8467911678,-3.91773179099026,0.663955342596725,-5.90059532568567,5.55216856548614e-06,0.000462313092585849
"NKAPL",74.7934304969355,-2.99183643290712,0.572066576610791,-5.22987455521744,0.000249003343043826,0.00939769924302895
"EBF3",1234.81715847265,-3.88064940352667,0.691878171575815,-5.60886231558388,1.56688497060436e-05,0.00107449758638944
"ANGPTL5",74.9640133689252,-6.33324685184364,1.13838253866171,-5.56337315160251,1.40031107874411e-06,0.000143188022199863
"CNIH2",175.468420589211,5.02747934734853,0.901183360099241,5.5787529707549,3.92746531125642e-06,0.000341057929868453
"MAMDC2",1594.10485145119,-3.6002255815966,0.603470885388928,-5.96586458230922,8.20773646075674e-06,0.000638909431433951
"ASPM",1365.88167007655,4.86922780943787,1.02034421640646,4.77214231348981,7.46995199195083e-05,0.00379671295214418
"P4HA3",352.83038154661,3.3483478974083,0.639485082112191,5.23600626671204,0.00012021303923658,0.00538186925141796
"LOC283392",1201.11081204521,-8.99908329897393,1.39849783373001,-6.43482105007768,5.33391116576597e-09,1.31679026936574e-06
"TMEM145",57.285103932839,5.08676199453783,0.806899630450061,6.30408269204511,2.04445617737499e-07,2.91985514059646e-05
"SEC14L4",39.6429999130534,5.68216100170391,1.21995345486392,4.6576867166934,6.20460372699142e-05,0.00331955904043773
"CCDC141",69.6273217013209,-3.98191749376037,0.652944866106054,-6.09839773686743,2.47524674335365e-06,0.000236324524706599
"IGSF10",1983.53310364598,-3.42293957940348,0.57522069588256,-5.95065442517096,1.26452637784021e-05,0.000925944082010873
"SCARA5",3133.71284520061,-6.23680419480655,1.26628749711375,-4.92526713643,1.77102168454027e-05,0.00119085703231675
"TUSC5",10954.1613489752,-7.83488861202516,1.32444054986681,-5.91562121290615,1.23102124591747e-07,1.93393437733635e-05
"TRIM59",533.466834412887,2.80511138638337,0.483037499459069,5.80723316414293,9.31142695656465e-05,0.0043964691048195
"GPIHBP1",1022.84742097776,-3.86968195986468,0.77513042422369,-4.99229786231169,0.000106872382800685,0.00487059337236108
"GPR109A",1586.85171010638,-3.78078511477924,0.800916217402102,-4.72057505221059,0.000258294546087166,0.00955800439171803
"GPR120",86.4188679537194,-4.73879550760178,0.980798437436371,-4.83156918559957,6.89281929894684e-05,0.00359863475241995
"VSX2",12.3141446287327,-5.96477379915849,1.43020469539871,-4.17057349786957,0.000259460840038069,0.00956107185521605
"C11orf53",44.4453318865253,-3.85765930514224,0.69367421586373,-5.56119748567974,1.89766535162326e-05,0.00126616042244794
"GLDN",1244.78662260015,-5.21987137384595,0.832941852251983,-6.26678964411891,2.02890480644482e-07,2.91985514059646e-05
"HSD17B13",503.417901109932,-7.11263319452219,0.879517649621942,-8.08697039517005,1.8266440935446e-12,1.97288978628401e-09
"PLCXD3",286.734959822545,-4.07768822559414,0.830964634179457,-4.90717421400334,0.000106216814316566,0.00485590679419198
"BMP8A",517.322272899784,3.36837604464204,0.61750173149909,5.45484469568164,6.26759628780103e-05,0.00333711376577952
"PTCHD3",100.409826945295,-9.60029598743221,1.61986205563335,-5.92661329033886,5.506050318474e-08,9.80928407768548e-06
"C18orf34",117.799310698478,-3.63454295459656,0.655045999665291,-5.54853087638685,2.8862768388869e-05,0.00182035584134323
"FAM89A",1585.541455274,-3.35330019916328,0.674838534775089,-4.96904077992652,0.000244048742600326,0.00930420057154189
"CENPW",2017.14909178613,4.92550571499428,1.05965907088156,4.64819851058004,0.000105915801705466,0.0048549893084142
"SLC16A12",74.2169308695728,-3.77390757067035,0.683829015790811,-5.51878829871826,2.49137715943971e-05,0.00160050143837463
"LOC388152",740.823378315342,2.61448784810207,0.430946596752025,6.06684881098271,8.97039267837614e-05,0.00430393602571394
"MUSTN1",170.601604831968,-3.44198568247286,0.646776358174014,-5.32175556353098,7.98031387699097e-05,0.00394022297452231
"TMEM195",80.6720451873282,-4.54635417288512,0.931529648248502,-4.88052546844145,7.03263328503378e-05,0.00363895343910987
"FAM180B",119.353098532625,-5.20064954909962,1.02355413400316,-5.08097166171336,2.03054879413755e-05,0.0013393096836447
"C14orf180",1156.54750790892,-8.58399024032342,1.16737152595498,-7.35326333516761,4.10674923947337e-11,2.13791659518589e-08
"DEFB132",960.134405379677,-7.16317279447513,1.77461413441903,-4.03646779068409,0.000259483982414,0.00956107185521605
"KLHL31",1289.07102542231,-4.34174688984318,0.839283563072235,-5.17315849002215,3.42170375827907e-05,0.00208205854390213
"PRRT4",440.691300217335,-5.37933719216674,0.932609121491147,-5.76805123197351,1.32789114215892e-06,0.000139074465622111
